id,user_id,event_id,type,points_delta,reason,created_at
1,ce175c8f-1175-4928-bf29-79fe69406339,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-01 21:21:15.550874+00:00
2,539b3526-9e3d-45bd-baef-ec9d16abc2eb,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-02 01:51:46.277941+00:00
3,62f0f942-5b08-4351-9bfb-920a9b2364ec,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-02 05:55:15.746869+00:00
4,473aea92-b352-4816-84a6-998d6674e016,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-02 06:36:03.898774+00:00
5,109b05da-c32d-498a-baf2-dece7d8c5d21,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-02 11:43:50.657591+00:00
6,1601dd67-4724-4d1d-a0bc-461e96081aed,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-02 17:12:13.122980+00:00
7,c024ae2f-747f-4e78-b09d-430b0eca3860,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-02 20:07:41.756056+00:00
8,a0aecded-0f41-4eb0-8992-01472f33e2ed,7d4f7e1b-0ba3-4436-b1b3-559df678c84c,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-03 05:37:13.151564+00:00
9,de4286de-b923-4053-93ef-12d2821eb39f,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-03 06:04:44.039691+00:00
10,c4aac5db-f0a1-41f7-ad7b-af5bdfaee13f,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-03 10:51:12.302824+00:00
11,7a896dbe-f0e6-49e6-be1b-41feb6e585a7,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-03 14:47:30.664702+00:00
12,29e789b9-43d6-4d77-bba5-a8fe5bbec079,8ab14006-b776-448d-9d93-d01d7cd90426,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-03 19:08:46.351891+00:00
13,c0f17624-388d-4a76-833d-00a5d20ecc26,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-03 20:24:08.608825+00:00
14,969f9cbb-d414-4484-aee9-fa12b5505b3e,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-03 21:04:09.053814+00:00
15,b129122c-5e22-4eac-ada4-bdeab206bf97,ab26d383-f377-446d-ba9c-43a38f47967d,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-04 00:39:51.239502+00:00
16,ae8476f4-9a83-4f9f-a68f-08866cdec032,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-04 07:58:00.669454+00:00
17,a0f6c262-a0ec-4b15-804b-15a46fdd8632,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-04 08:55:03.666429+00:00
18,b129122c-5e22-4eac-ada4-bdeab206bf97,f7a54488-0611-449e-bf85-c0398fd517a2,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-04 15:11:58.589437+00:00
19,9d77bbdb-a7c6-48dc-8333-69d2a53bae58,055e0ca4-fbda-423c-a051-b11650cebb56,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-04 15:32:11.376926+00:00
20,4b1a88ac-4167-4eac-a0d2-4e293ef8f000,82d47c85-a566-44e3-b906-7a928f4c2452,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-04 16:05:25.003884+00:00
21,8a85cbcb-c372-4854-9d56-ead45338499f,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-04 16:20:29.680182+00:00
22,65f45148-d34d-4ca8-b231-ff27af7e1083,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-04 16:23:37.074567+00:00
23,67b9e613-4792-4b7e-88f0-54df3f761ed0,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-04 22:34:23.362982+00:00
24,c3cebde2-04c5-4bd6-8742-5138c5699944,afb200a6-0db9-47d9-81dc-668cf0ffd251,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-05 07:05:44.751285+00:00
25,915de5a6-4e56-45a3-9ec0-f304a3b83653,7d256949-75b2-4833-a44c-2cee42b2281e,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-05 08:04:02.507663+00:00
26,ad077160-525d-4c40-8102-623ecef44a68,7d256949-75b2-4833-a44c-2cee42b2281e,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-05 10:19:42.880543+00:00
27,f13df37c-d98f-46b6-94f2-685c946a87c1,34e967e2-0842-4433-93c1-f62b9fc23d32,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-05 14:30:43.448006+00:00
28,61a0e073-e937-4bac-ada2-d1c10bf8a9ed,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-05 17:25:20.068226+00:00
29,cd925f76-6a4a-4b65-b4d7-839f7aa778fc,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-05 21:09:33.811997+00:00
30,ada33a22-047d-41f7-9001-c78a46d52ecc,7d256949-75b2-4833-a44c-2cee42b2281e,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-05 21:17:59.891564+00:00
31,d264ec2d-d6b4-4a68-a16e-2ce4e95ca174,7d256949-75b2-4833-a44c-2cee42b2281e,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-06 04:46:12.877656+00:00
32,79813442-5e34-470e-ae19-fde9bd8d21e8,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-06 05:15:14.964913+00:00
33,ae923cee-de34-4666-b2f5-d8b68dd987f9,7d4f7e1b-0ba3-4436-b1b3-559df678c84c,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-06 07:41:38.671884+00:00
34,18aee4d1-ff77-49a2-bce1-9d47c65368ae,afb200a6-0db9-47d9-81dc-668cf0ffd251,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-06 12:44:21.424997+00:00
35,8f1b219c-c56a-41c1-88e4-b541304785b8,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-06 13:03:36.202558+00:00
36,d420025c-f809-4d32-9066-98749e88aeb9,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-06 14:44:10.745929+00:00
37,27e57f44-3711-4937-96be-d80bcf09b05d,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-06 19:15:38.672886+00:00
38,d0461ae2-5c05-43f1-a230-208ef643b565,2e52bfb2-58a1-4f5f-90d8-390f1a349202,EVENT_PROPOSAL_APPROVED_BONUS,100,Proposition d’événement approuvée,2026-01-06 21:02:57.971498+00:00
39,d0f286e9-aeb3-4658-8f6c-b7a7d6120051,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-06 23:45:05.621524+00:00
40,ae923cee-de34-4666-b2f5-d8b68dd987f9,c38990c1-be92-4ba2-9241-6b5b4686be8f,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 00:51:59.582521+00:00
41,2620e675-d3ba-4ca5-85bf-2dd08f05bca7,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 01:08:19.452015+00:00
42,4d294b5a-0c54-442e-997e-8a8190b5f36e,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 01:09:04.149494+00:00
43,3153eaad-facb-4e77-bf73-9a19018c032d,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 07:45:26.583794+00:00
44,d0f4fbc4-456a-46ec-83cb-fa4972235dcc,7d4f7e1b-0ba3-4436-b1b3-559df678c84c,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 08:24:58.585891+00:00
45,e9bcf6db-9a70-402b-96e0-5fad1e21ca31,c55301a7-c74d-4ff0-8635-daafc502b6db,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 10:33:54.854182+00:00
46,786ba2a2-fd55-4c3c-82a9-6ab4566b3717,31a7a6c8-5cc2-46b5-adfe-573cfd00515c,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 10:52:31.741727+00:00
47,a8d3e377-0e26-45b7-bd86-63aae9be7dbb,692c4084-6937-47d1-87a6-30c7aa02f087,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 13:23:04.143123+00:00
48,aaf51b3f-54ec-45c3-8487-c08aaa05d8c7,fac06677-4efb-4809-a061-fe48bee85cc3,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 13:50:01.375047+00:00
49,622dbe54-2ae7-45b3-9c3e-e10174715762,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 17:53:21.232711+00:00
50,4284538a-2eb5-4ac7-9e74-d9148261af39,7d256949-75b2-4833-a44c-2cee42b2281e,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 18:49:30.190919+00:00
51,0b8e3edc-e13f-433c-bcda-bf4510acface,58c345d7-c707-4350-8a43-eacf36cfa897,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-07 22:10:36.571630+00:00
52,8195d324-ed95-44b5-a354-9232cab4e1c0,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 03:11:44.867620+00:00
53,8f774f8b-da2a-4c78-929b-0896a8c710b9,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 05:44:10.606913+00:00
54,e3327257-45ae-4912-b4c2-08f9cb4d8536,f7a54488-0611-449e-bf85-c0398fd517a2,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 05:49:45.167335+00:00
55,e7db6264-dd86-411f-b6ac-0f14ca8fdeef,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 06:37:45.827245+00:00
56,fbbaaa64-8cee-4669-9d6e-59242b284466,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 06:41:37.686177+00:00
57,d4bea928-8cc6-40c1-ad6c-85ba2f32c3ca,685eab0b-417d-4cb4-916d-1e7ea0e5e5d7,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 07:10:02.563049+00:00
58,eb85b268-bb88-4119-939d-492d2322518f,31a7a6c8-5cc2-46b5-adfe-573cfd00515c,EVENT_PROPOSAL_APPROVED_BONUS,100,Proposition d’événement approuvée,2026-01-08 08:55:34.245096+00:00
59,b0953e8e-335d-49b9-b394-fc0fe62b5e1e,7920eb23-af22-42fb-bbee-4c1253883ac4,EVENT_PROPOSAL_APPROVED_BONUS,100,Proposition d’événement approuvée,2026-01-08 13:07:40.949799+00:00
60,449ac75e-578d-423f-8bc4-b4c90d6ac229,c55301a7-c74d-4ff0-8635-daafc502b6db,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 14:05:48.068408+00:00
61,7891d958-2cae-4067-b4bf-4df236fff02f,c55301a7-c74d-4ff0-8635-daafc502b6db,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 14:43:13.085130+00:00
62,85fcc4be-726c-4bcd-9bc6-c969daa3cd3e,afb200a6-0db9-47d9-81dc-668cf0ffd251,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 15:12:33.056323+00:00
63,c1e9f1c5-3a1d-407e-9767-7cb7c9089296,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 20:32:53.345714+00:00
64,23cf3644-a5e7-4b7a-848c-b3c4ffc0d526,c55301a7-c74d-4ff0-8635-daafc502b6db,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 21:22:33.216165+00:00
65,d4a71d21-d547-4736-9c69-2ae754d8e3f0,c55301a7-c74d-4ff0-8635-daafc502b6db,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 22:05:36.699489+00:00
66,e9259942-8396-473b-9057-48dcaca6a4b8,c55301a7-c74d-4ff0-8635-daafc502b6db,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 23:12:24.035146+00:00
67,a912e90c-b716-4a56-8005-1c9111759dfd,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-08 23:27:16.807059+00:00
68,8447be2e-4776-47d8-b0e5-e6a88f3e7d22,f7a54488-0611-449e-bf85-c0398fd517a2,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 00:22:36.590816+00:00
69,8eb23e0d-e7bd-4642-b245-6338a02daf5d,c55301a7-c74d-4ff0-8635-daafc502b6db,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 00:54:03.865680+00:00
70,5e3a8bbe-4747-4f6c-a52f-e982db7f63be,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 01:03:44.536309+00:00
71,a92d0de1-8406-42f3-a47a-eba53cfc918d,c55301a7-c74d-4ff0-8635-daafc502b6db,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 01:32:31.710603+00:00
72,8ee4e6aa-49bf-4476-8827-7c43c8576b3a,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 01:58:29.352659+00:00
73,72efd112-3855-4a02-9572-9799474fbdf0,fc34e1fc-4661-4a79-8177-57658ee1d856,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 05:42:47.108267+00:00
74,ce27506a-6bbb-4843-9346-2fd118966745,31a7a6c8-5cc2-46b5-adfe-573cfd00515c,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 06:50:55.984831+00:00
75,ea36f8c9-4d00-4fba-b63b-acf0a7b24913,8ab14006-b776-448d-9d93-d01d7cd90426,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 07:42:34.458632+00:00
76,dbb62cac-e512-454a-a2dd-cd278e6b0b3e,92996b96-1f0b-4fc5-93c1-29c049d8b841,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 08:53:53.401034+00:00
77,9ac7d884-9c16-4fa3-b896-884afda9c096,7d256949-75b2-4833-a44c-2cee42b2281e,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 08:59:35.334633+00:00
78,e7809835-b2eb-469d-af70-252267401dcd,a779c006-7510-4048-94bc-ffdc9259f64a,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 09:32:14.069875+00:00
79,1282a9e9-9325-4f3d-94ee-887a13d79265,c55301a7-c74d-4ff0-8635-daafc502b6db,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 09:55:55.379305+00:00
80,c3b0f176-69f0-4028-872a-0091128bf3a7,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 14:21:22.600581+00:00
81,28ac5ef3-c8dc-4aa9-97a4-4bd90a55268b,82d47c85-a566-44e3-b906-7a928f4c2452,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 16:53:36.065959+00:00
82,9de64ac2-5823-48b6-ad5a-3f693fa94794,91663dcc-03b8-4d0e-8b0f-6575293b7cd0,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 18:41:25.303433+00:00
83,c33a2e16-11ad-42aa-86ff-912411bdea48,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 18:49:12.952323+00:00
84,7f1597a7-81b9-4a2c-9123-eee64ca91f04,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 18:55:50.513642+00:00
85,f6be51eb-5ff8-4a8e-a90d-11214c8c8539,685eab0b-417d-4cb4-916d-1e7ea0e5e5d7,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 19:05:10.341034+00:00
86,91e9323a-e856-492f-b6b6-379bc6570add,92996b96-1f0b-4fc5-93c1-29c049d8b841,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 19:37:47.099971+00:00
87,6ee92483-e78b-46ce-baa0-0aac70b7049e,2bf86b0c-d22a-4f62-894f-818dcf351857,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 19:55:26.033464+00:00
88,67a9bdfe-c1f6-4192-8df9-d2341b9bf61f,415c7e94-a9aa-4864-8800-0743b58005bb,EVENT_PROPOSAL_APPROVED_BONUS,100,Proposition d’événement approuvée,2026-01-09 20:09:07.509164+00:00
89,066a8584-2f31-4a5b-81a3-bfcffb97ceb0,055e0ca4-fbda-423c-a051-b11650cebb56,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 21:17:18.827726+00:00
90,7b19046f-9ad2-4f03-b469-0a8c894bbccb,c55301a7-c74d-4ff0-8635-daafc502b6db,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 22:38:12.335023+00:00
91,514d1d62-3100-4b79-9ace-199ed15abd30,0a0c2bd6-9d51-441b-83d0-68db4cd99256,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-09 23:41:49.328887+00:00
92,4c066895-d413-435c-a54a-7085ccebb310,e05ca4a0-c09e-4b56-96cb-3761e6b97308,EVENT_PROPOSAL_APPROVED_BONUS,100,Proposition d’événement approuvée,2026-01-09 23:42:07.671112+00:00
93,182f7f8c-7ece-40b1-9940-ad0854333381,31a7a6c8-5cc2-46b5-adfe-573cfd00515c,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-10 00:00:57.916585+00:00
94,dea563e5-75d4-4009-859c-5370f9952466,c55301a7-c74d-4ff0-8635-daafc502b6db,REGISTRATION_BONUS,10,Inscription validée à l’événement,2026-01-10 02:23:30.643105+00:00
