id,user_id,badge_code,unlocked_at
1,ce175c8f-1175-4928-bf29-79fe69406339,FIRST_STEP,2026-01-01 21:21:15.550874+00:00
2,539b3526-9e3d-45bd-baef-ec9d16abc2eb,FIRST_STEP,2026-01-02 01:51:46.277941+00:00
3,62f0f942-5b08-4351-9bfb-920a9b2364ec,FIRST_STEP,2026-01-02 05:55:15.746869+00:00
4,473aea92-b352-4816-84a6-998d6674e016,FIRST_STEP,2026-01-02 06:36:03.898774+00:00
5,109b05da-c32d-498a-baf2-dece7d8c5d21,FIRST_STEP,2026-01-02 11:43:50.657591+00:00
6,1601dd67-4724-4d1d-a0bc-461e96081aed,FIRST_STEP,2026-01-02 17:12:13.122980+00:00
7,c024ae2f-747f-4e78-b09d-430b0eca3860,FIRST_STEP,2026-01-02 20:07:41.756056+00:00
8,a0aecded-0f41-4eb0-8992-01472f33e2ed,FIRST_STEP,2026-01-03 05:37:13.151564+00:00
9,de4286de-b923-4053-93ef-12d2821eb39f,FIRST_STEP,2026-01-03 06:04:44.039691+00:00
10,c4aac5db-f0a1-41f7-ad7b-af5bdfaee13f,FIRST_STEP,2026-01-03 10:51:12.302824+00:00
11,7a896dbe-f0e6-49e6-be1b-41feb6e585a7,FIRST_STEP,2026-01-03 14:47:30.664702+00:00
12,29e789b9-43d6-4d77-bba5-a8fe5bbec079,FIRST_STEP,2026-01-03 19:08:46.351891+00:00
13,c0f17624-388d-4a76-833d-00a5d20ecc26,FIRST_STEP,2026-01-03 20:24:08.608825+00:00
14,969f9cbb-d414-4484-aee9-fa12b5505b3e,FIRST_STEP,2026-01-03 21:04:09.053814+00:00
15,b129122c-5e22-4eac-ada4-bdeab206bf97,FIRST_STEP,2026-01-04 00:39:51.239502+00:00
16,ae8476f4-9a83-4f9f-a68f-08866cdec032,FIRST_STEP,2026-01-04 07:58:00.669454+00:00
17,a0f6c262-a0ec-4b15-804b-15a46fdd8632,FIRST_STEP,2026-01-04 08:55:03.666429+00:00
18,9d77bbdb-a7c6-48dc-8333-69d2a53bae58,FIRST_STEP,2026-01-04 15:32:11.376926+00:00
19,4b1a88ac-4167-4eac-a0d2-4e293ef8f000,FIRST_STEP,2026-01-04 16:05:25.003884+00:00
20,8a85cbcb-c372-4854-9d56-ead45338499f,FIRST_STEP,2026-01-04 16:20:29.680182+00:00
21,65f45148-d34d-4ca8-b231-ff27af7e1083,FIRST_STEP,2026-01-04 16:23:37.074567+00:00
22,67b9e613-4792-4b7e-88f0-54df3f761ed0,FIRST_STEP,2026-01-04 22:34:23.362982+00:00
23,c3cebde2-04c5-4bd6-8742-5138c5699944,FIRST_STEP,2026-01-05 07:05:44.751285+00:00
24,915de5a6-4e56-45a3-9ec0-f304a3b83653,FIRST_STEP,2026-01-05 08:04:02.507663+00:00
25,ad077160-525d-4c40-8102-623ecef44a68,FIRST_STEP,2026-01-05 10:19:42.880543+00:00
26,f13df37c-d98f-46b6-94f2-685c946a87c1,FIRST_STEP,2026-01-05 14:30:43.448006+00:00
27,61a0e073-e937-4bac-ada2-d1c10bf8a9ed,FIRST_STEP,2026-01-05 17:25:20.068226+00:00
28,cd925f76-6a4a-4b65-b4d7-839f7aa778fc,FIRST_STEP,2026-01-05 21:09:33.811997+00:00
29,ada33a22-047d-41f7-9001-c78a46d52ecc,FIRST_STEP,2026-01-05 21:17:59.891564+00:00
30,d264ec2d-d6b4-4a68-a16e-2ce4e95ca174,FIRST_STEP,2026-01-06 04:46:12.877656+00:00
31,79813442-5e34-470e-ae19-fde9bd8d21e8,FIRST_STEP,2026-01-06 05:15:14.964913+00:00
32,ae923cee-de34-4666-b2f5-d8b68dd987f9,FIRST_STEP,2026-01-06 07:41:38.671884+00:00
33,18aee4d1-ff77-49a2-bce1-9d47c65368ae,FIRST_STEP,2026-01-06 12:44:21.424997+00:00
34,8f1b219c-c56a-41c1-88e4-b541304785b8,FIRST_STEP,2026-01-06 13:03:36.202558+00:00
35,d420025c-f809-4d32-9066-98749e88aeb9,FIRST_STEP,2026-01-06 14:44:10.745929+00:00
36,27e57f44-3711-4937-96be-d80bcf09b05d,FIRST_STEP,2026-01-06 19:15:38.672886+00:00
37,d0f286e9-aeb3-4658-8f6c-b7a7d6120051,FIRST_STEP,2026-01-06 23:45:05.621524+00:00
38,ae923cee-de34-4666-b2f5-d8b68dd987f9,INNOVATOR,2026-01-07 00:51:59.582521+00:00
39,2620e675-d3ba-4ca5-85bf-2dd08f05bca7,FIRST_STEP,2026-01-07 01:08:19.452015+00:00
40,4d294b5a-0c54-442e-997e-8a8190b5f36e,FIRST_STEP,2026-01-07 01:09:04.149494+00:00
41,3153eaad-facb-4e77-bf73-9a19018c032d,FIRST_STEP,2026-01-07 07:45:26.583794+00:00
42,d0f4fbc4-456a-46ec-83cb-fa4972235dcc,FIRST_STEP,2026-01-07 08:24:58.585891+00:00
43,e9bcf6db-9a70-402b-96e0-5fad1e21ca31,FIRST_STEP,2026-01-07 10:33:54.854182+00:00
44,786ba2a2-fd55-4c3c-82a9-6ab4566b3717,FIRST_STEP,2026-01-07 10:52:31.741727+00:00
45,a8d3e377-0e26-45b7-bd86-63aae9be7dbb,FIRST_STEP,2026-01-07 13:23:04.143123+00:00
46,aaf51b3f-54ec-45c3-8487-c08aaa05d8c7,FIRST_STEP,2026-01-07 13:50:01.375047+00:00
47,622dbe54-2ae7-45b3-9c3e-e10174715762,FIRST_STEP,2026-01-07 17:53:21.232711+00:00
48,4284538a-2eb5-4ac7-9e74-d9148261af39,FIRST_STEP,2026-01-07 18:49:30.190919+00:00
49,0b8e3edc-e13f-433c-bcda-bf4510acface,FIRST_STEP,2026-01-07 22:10:36.571630+00:00
50,8195d324-ed95-44b5-a354-9232cab4e1c0,FIRST_STEP,2026-01-08 03:11:44.867620+00:00
51,8f774f8b-da2a-4c78-929b-0896a8c710b9,FIRST_STEP,2026-01-08 05:44:10.606913+00:00
52,e3327257-45ae-4912-b4c2-08f9cb4d8536,FIRST_STEP,2026-01-08 05:49:45.167335+00:00
53,e7db6264-dd86-411f-b6ac-0f14ca8fdeef,FIRST_STEP,2026-01-08 06:37:45.827245+00:00
